"t","ROI_1","ROI_2","ROI_3","ROI_4","ROI_5","ROI_6","ROI_7","ROI_8","ROI_9","ROI_10","ROI_11","ROI_12","ROI_13","ROI_14","ROI_15","ROI_16","ROI_17","ROI_18","ROI_19","ROI_20","IRLED","ODOR_B_LEFT","ODOR_A_RIGHT","ODOR_A_LEFT","ODOR_B_RIGHT","MAIN_VALVE","VACUUM","TREATMENT_A_LEFT","TREATMENT_A_RIGHT","TREATMENT_B_LEFT","TREATMENT_B_RIGHT"
2.33333333333333,29,-25,0,-5,-2,9,-1,0,7,2,5,0,11,-21,7,4,7,3,-21,0,1,0,0,0,0,1,1,0,0,0,0
2.44444444444444,28,-26,0,-8,0,9,2,0,6,4,7,0,8,-26,14,5,12,3,-16,0,1,0,0,0,0,1,1,0,0,0,0
2.55555555555556,26,-25,0,-10,-6,7,2,0,11,5,7,0,15,-21,14,4,8,5,-20,0,1,0,0,0,0,1,1,0,0,0,0
2.66666666666667,25,-25,0,-11,-7,6,1,0,12,5,12,0,11,-21,12,4,5,8,-19,0,1,0,0,0,0,1,1,0,0,0,0
2.77777777777778,25,-27,0,-10,-5,10,0,0,10,8,9,0,10,-16,11,6,6,7,-19,0,1,0,0,0,0,1,1,0,0,0,0
2.88888888888889,27,-23,0,-11,-8,15,7,0,9,9,7,0,9,-16,15,10,10,5,-17,0,1,0,0,0,0,1,1,0,0,0,0
3,25,-22,0,-14,-14,14,6,0,10,9,10,0,11,-12,17,12,5,0,-11,0,1,0,0,0,0,1,1,0,0,0,0
3.11111111111111,23,-27,0,-14,-11,8,3,0,15,3,12,0,5,-4,13,10,3,0,-14,0,1,0,0,0,0,1,1,0,0,0,0
3.22222222222222,24,-23,0,-18,-14,16,3,0,17,0,13,0,7,-9,16,11,7,4,-15,0,1,0,0,0,0,1,1,0,0,0,0
3.33333333333333,25,-20,0,-19,-16,15,7,0,14,3,12,0,8,-5,21,13,9,3,-10,0,1,0,0,0,0,1,1,0,0,0,0
3.44444444444444,23,-21,0,-16,-11,11,5,0,15,4,17,0,9,-6,23,14,11,2,-13,0,1,0,0,0,0,1,1,0,0,0,0
3.55555555555556,21,-22,0,-21,-7,12,4,0,12,5,18,0,8,-8,28,11,13,-2,-12,0,1,0,0,0,0,1,1,0,0,0,0
3.66666666666667,20,-27,0,-19,-1,13,9,0,10,6,17,0,7,-8,26,12,16,4,-12,0,1,0,0,0,0,1,1,0,0,0,0
3.77777777777778,18,-23,0,-17,0,17,8,0,7,9,18,0,8,-7,30,13,17,3,-11,0,1,0,0,0,0,1,1,0,0,0,0
3.88888888888889,18,-20,0,-15,-5,21,9,0,7,12,16,0,9,-9,30,19,18,-5,-11,0,1,0,0,0,0,1,1,0,0,0,0
4,22,-21,0,-13,-8,16,13,0,5,11,17,0,10,-5,33,20,20,-4,-15,0,1,0,0,0,0,1,1,0,0,0,0
4.11111111111111,29,-26,0,-12,-4,14,11,0,6,15,21,0,16,-9,31,20,18,1,-19,0,1,0,0,0,0,1,1,0,0,0,0
4.22222222222222,29,-26,0,-9,-5,15,13,0,6,11,24,0,18,-11,31,26,17,4,-18,0,1,0,0,0,0,1,1,0,0,0,0
4.33333333333333,29,-27,0,-14,-8,12,17,0,8,13,26,0,16,-15,29,26,21,2,-20,0,1,0,0,0,0,1,1,0,0,0,0
4.44444444444444,30,-23,0,-14,-14,12,18,0,10,12,32,0,19,-8,27,27,23,3,-17,0,1,0,0,0,0,1,1,0,0,0,0
4.55555555555556,28,-29,0,-12,-14,13,19,0,17,11,30,0,24,-6,28,24,32,0,-17,0,1,0,0,0,0,1,1,0,0,0,0
4.66666666666667,26,-31,0,-11,-15,12,18,0,17,10,30,0,24,-3,27,20,32,-1,-17,0,1,0,0,0,0,1,1,0,0,0,0
4.77777777777778,29,-30,0,-10,-20,6,19,0,19,8,28,0,26,-9,27,24,30,-4,-17,0,1,0,0,0,0,1,1,0,0,0,0
4.88888888888889,29,-31,0,-10,-16,7,23,0,21,7,26,0,25,-11,24,24,30,-1,-19,0,1,0,0,0,0,1,1,0,0,0,0
5,23,-31,0,-11,-15,5,21,0,23,6,26,0,24,-10,33,20,31,-1,-20,0,1,0,0,0,0,1,1,0,0,0,0
5.11111111111111,19,-34,0,-11,-15,5,23,0,19,11,20,0,24,-13,30,21,30,-6,-22,0,1,0,0,0,0,1,1,0,0,0,0
5.22222222222222,17,-36,0,-9,-12,9,24,0,19,10,20,0,24,-18,32,25,30,-11,-20,0,1,0,0,0,0,1,1,0,0,0,0
5.33333333333333,16,-39,0,-12,-16,15,21,0,20,13,19,0,25,-14,32,25,31,-15,-21,0,1,0,0,0,0,1,1,0,0,0,0
5.44444444444445,15,-46,0,-13,-22,19,24,0,23,11,22,0,31,-12,32,24,33,-14,-24,0,1,0,0,0,0,1,1,0,0,0,0
5.55555555555556,16,-44,0,-14,-21,18,23,0,17,16,22,0,30,-12,31,29,32,-18,-22,0,1,0,0,0,0,1,1,0,0,0,0
5.66666666666667,16,-41,0,-18,-18,16,23,0,13,22,21,0,31,-10,30,33,31,-19,-24,0,1,0,0,0,0,1,1,0,0,0,0
5.77777777777778,13,-42,0,-20,-21,13,17,0,12,20,21,0,30,-13,34,30,27,-24,-28,0,1,0,0,0,0,1,1,0,0,0,0
5.88888888888889,11,-35,0,-18,-20,12,22,0,14,19,24,0,33,-15,28,36,27,-23,-23,0,1,0,0,0,0,1,1,0,0,0,0
6,8,-32,0,-21,-21,16,24,0,11,20,24,0,31,-12,27,38,25,-20,-24,0,1,0,0,0,0,1,1,0,0,0,0
6.11111111111111,6,-34,0,-17,-23,17,22,0,15,22,32,0,29,-7,29,37,27,-22,-17,0,1,0,0,0,0,1,1,0,0,0,0
6.22222222222222,2,-35,0,-15,-19,15,25,0,15,23,33,0,30,-7,26,32,25,-22,-15,0,1,0,0,0,0,1,1,0,0,0,0
6.33333333333333,5,-37,0,-17,-17,15,22,0,17,20,30,0,33,-4,26,31,23,-27,-17,0,1,0,0,0,0,1,1,0,0,0,0
6.44444444444445,3,-40,0,-14,-9,17,19,0,16,20,31,0,30,-3,30,32,23,-30,-14,0,1,0,0,0,0,1,1,0,0,0,0
6.55555555555556,3,-43,0,-7,-8,19,14,0,17,15,30,0,31,-3,31,29,21,-33,-12,0,1,0,0,0,0,1,1,0,0,0,0
6.66666666666667,-2,-44,0,-4,-6,20,8,0,19,6,32,0,29,0,30,28,20,-34,-14,0,1,0,0,0,0,1,1,0,0,0,0
6.77777777777778,-1,-43,0,-3,-8,19,8,0,19,8,39,0,33,-1,33,29,19,-35,-19,0,1,0,0,0,0,1,1,0,0,0,0
6.88888888888889,-1,-43,0,-6,-8,12,6,0,18,12,39,0,34,1,39,18,17,-31,-18,0,1,0,0,0,0,1,1,0,0,0,0
7,0,-37,0,-5,-5,9,9,0,19,10,38,0,29,4,34,16,12,-35,-19,0,1,0,0,0,0,1,1,0,0,0,0
7.11111111111111,0,-42,0,-1,-4,9,8,0,14,7,37,0,29,6,38,16,9,-38,-14,0,1,0,0,0,0,1,1,0,0,0,0
7.22222222222222,-5,-43,0,-1,-4,9,8,0,9,15,38,0,30,8,36,16,11,-37,-13,0,1,0,0,0,0,1,1,0,0,0,0
7.33333333333333,-4,-41,0,-5,-3,7,9,0,16,12,37,0,26,11,34,16,9,-36,-13,0,1,0,0,0,0,1,1,0,0,0,0
7.44444444444445,-7,-41,0,-3,0,5,11,0,12,12,34,0,27,11,33,15,9,-34,-16,0,1,0,0,0,0,1,1,0,0,0,0
7.55555555555556,-9,-40,0,2,1,5,10,0,9,7,30,0,30,10,31,14,10,-35,-13,0,1,0,0,0,0,1,1,0,0,0,0
7.66666666666667,-10,-38,0,5,2,6,9,0,12,5,34,0,28,12,35,8,13,-32,-10,0,1,0,0,0,0,1,1,0,0,0,0
7.77777777777778,-7,-46,0,3,5,4,8,0,13,2,40,0,31,15,32,5,10,-35,-11,0,1,0,0,0,0,1,1,0,0,0,0
7.88888888888889,-13,-46,0,5,8,2,13,0,9,3,38,0,25,18,30,5,7,-34,-12,0,1,0,0,0,0,1,1,0,0,0,0
8,-11,-42,0,11,8,0,14,0,12,4,37,0,26,16,29,2,9,-31,-11,0,1,0,0,0,0,1,1,0,0,0,0
8.11111111111111,-10,-39,0,11,8,-6,16,0,18,0,36,0,28,18,30,8,4,-32,-8,0,1,0,0,0,0,1,1,0,0,0,0
8.22222222222222,-11,-41,0,10,6,-11,17,0,22,1,42,0,27,11,25,8,7,-33,-12,0,1,0,0,0,0,1,1,0,0,0,0
8.33333333333333,-14,-39,0,9,9,-15,18,0,20,2,40,0,24,10,23,11,14,-30,-13,0,1,0,0,0,0,1,1,0,0,0,0
8.44444444444445,-11,-39,0,11,14,-16,23,0,19,1,38,0,29,9,25,7,15,-23,-15,0,1,0,0,0,0,1,1,0,0,0,0
8.55555555555556,-14,-42,0,8,12,-19,22,0,19,0,37,0,30,11,23,11,15,-20,-19,0,1,0,0,0,0,1,1,0,0,0,0
8.66666666666667,-15,-42,0,11,9,-20,26,0,21,-3,41,0,29,8,22,11,13,-24,-17,0,1,0,0,0,0,1,1,0,0,0,0
8.77777777777778,-14,-38,0,14,3,-17,27,0,23,-2,46,0,28,8,18,14,9,-24,-21,0,1,0,0,0,0,1,1,0,0,0,0
8.88888888888889,-15,-37,0,12,7,-12,34,0,24,-2,48,0,29,5,20,14,11,-26,-18,0,1,0,0,0,0,1,1,0,0,0,0
9,-17,-41,0,8,9,-9,36,0,32,-2,50,0,32,7,16,14,11,-27,-18,0,1,0,0,0,0,1,1,0,0,0,0
9.11111111111111,-16,-41,0,3,7,-11,35,0,29,-4,51,0,32,7,13,17,9,-26,-22,0,1,0,0,0,0,1,1,0,0,0,0
9.22222222222222,-19,-44,0,4,7,-6,33,0,32,0,55,0,28,2,11,16,7,-32,-24,0,1,0,0,0,0,1,1,0,0,0,0
9.33333333333333,-16,-43,0,9,3,-4,28,0,36,1,57,0,27,0,7,17,5,-33,-22,0,1,0,0,0,0,1,1,0,0,0,0
9.44444444444444,-13,-44,0,11,9,-7,30,0,35,5,61,0,31,4,2,19,7,-34,-15,0,1,0,0,0,0,1,1,0,0,0,0
9.55555555555556,-8,-43,0,7,11,-12,33,0,36,4,61,0,26,3,1,21,8,-43,-19,0,1,0,0,0,0,1,1,0,0,0,0
9.66666666666667,-4,-48,0,6,13,-7,32,0,34,2,61,0,30,3,-1,23,6,-48,-12,0,1,0,0,0,0,1,1,0,0,0,0
9.77777777777778,-3,-49,0,4,19,-9,30,0,31,-4,61,0,27,4,3,20,3,-44,-10,0,1,0,0,0,0,1,1,0,0,0,0
9.88888888888889,-4,-49,0,2,18,-9,31,0,28,-3,61,0,34,5,6,21,3,-45,-6,0,1,0,0,0,0,1,1,0,0,0,0
10,-5,-51,0,4,18,-13,33,0,24,-4,61,0,37,3,8,22,5,-44,-10,0,1,0,0,0,0,1,1,0,0,0,0
10.1111111111111,-5,-55,0,3,17,-16,34,0,25,-3,60,0,38,8,6,25,6,-48,-7,0,1,0,0,0,0,1,1,0,0,0,0
10.2222222222222,-8,-55,0,2,18,-12,34,0,33,-5,59,0,43,8,8,25,6,-44,-12,0,1,0,0,0,0,1,1,0,0,0,0
10.3333333333333,-6,-50,0,8,15,-12,34,0,31,-3,57,0,43,11,6,28,4,-46,-12,0,1,0,0,0,0,1,1,0,0,0,0
10.4444444444444,-3,-44,0,9,13,-16,39,0,33,-4,61,0,39,13,5,26,1,-48,-14,0,1,0,0,0,0,1,1,0,0,0,0
10.5555555555556,-2,-46,0,6,12,-12,47,0,32,-4,60,0,36,12,6,29,4,-52,-22,0,1,0,0,0,0,1,1,0,0,0,0
10.6666666666667,-5,-42,0,2,14,-11,45,0,29,2,59,0,40,10,9,30,2,-47,-19,0,1,0,0,0,0,1,1,0,0,0,0
10.7777777777778,-2,-41,0,4,16,-12,44,0,24,3,55,0,41,10,9,30,-6,-45,-21,0,1,0,0,0,0,1,1,0,0,0,0
10.8888888888889,0,-34,0,5,11,-12,50,0,22,3,50,0,38,9,10,31,-7,-46,-22,0,1,0,0,0,0,1,1,0,0,0,0
11,-3,-32,0,5,12,-7,50,0,16,0,52,0,33,8,12,29,-5,-48,-25,0,1,0,0,0,0,1,1,0,0,0,0
11.1111111111111,-7,-31,0,5,14,-6,46,0,23,-6,56,0,32,4,12,30,-4,-49,-27,0,1,0,0,0,0,1,1,0,0,0,0
11.2222222222222,-10,-30,0,3,19,-9,46,0,19,-8,60,0,34,7,11,28,-4,-48,-24,0,1,0,0,0,0,1,1,0,0,0,0
11.3333333333333,-6,-27,0,3,18,-12,49,0,22,-9,59,0,36,9,12,22,1,-48,-28,0,1,0,0,0,0,1,1,0,0,0,0
11.4444444444444,-7,-27,0,3,19,-7,50,0,24,-11,63,0,38,3,8,24,0,-48,-32,0,1,0,0,0,0,1,1,0,0,0,0
11.5555555555556,-7,-24,0,1,16,-9,49,0,22,-9,63,0,34,7,7,26,4,-44,-32,0,1,0,0,0,0,1,1,0,0,0,0
11.6666666666667,-6,-22,0,3,15,-12,54,0,19,-5,63,0,31,5,11,25,1,-45,-28,0,1,0,0,0,0,1,1,0,0,0,0
11.7777777777778,-7,-20,0,9,13,-12,51,0,21,-4,62,0,33,0,11,28,2,-46,-26,0,1,0,0,0,0,1,1,0,0,0,0
11.8888888888889,-9,-22,0,3,12,-13,52,0,21,-4,61,0,36,1,9,28,0,-47,-21,0,1,0,0,0,0,1,1,0,0,0,0
12,-3,-33,0,-6,10,-15,52,0,19,2,60,0,38,4,11,25,1,-48,-18,0,1,0,0,0,0,1,1,0,0,0,0
12.1111111111111,-3,-36,0,-14,6,-13,54,0,19,0,59,0,37,6,15,27,4,-50,-17,0,1,0,0,0,0,1,1,0,0,0,0
12.2222222222222,-2,-38,0,-10,6,-14,54,0,10,8,59,0,35,11,13,26,-2,-52,-17,0,1,0,0,0,0,1,1,0,0,0,0
12.3333333333333,0,-42,0,-11,1,-8,53,0,9,4,60,0,36,12,14,23,-2,-57,-13,0,1,0,0,0,0,1,1,0,0,0,0
12.4444444444444,2,-40,0,-15,2,-9,49,0,1,3,60,0,38,9,17,27,-6,-54,-8,0,1,0,0,0,0,1,1,0,0,0,0
12.5555555555556,2,-39,0,-15,1,-15,49,0,2,1,59,0,36,9,21,27,-6,-55,-6,0,1,0,0,0,0,1,1,0,0,0,0
12.6666666666667,-4,-40,0,-13,1,-13,42,0,0,2,60,0,39,5,27,28,-4,-57,-7,0,1,0,0,0,0,1,1,0,0,0,0
12.7777777777778,-4,-38,0,-16,-3,-14,40,0,5,0,59,0,33,3,27,24,-1,-61,-12,0,1,0,0,0,0,1,1,0,0,0,0
12.8888888888889,-6,-38,0,-16,-6,-15,44,0,1,-3,63,0,33,1,28,26,1,-60,-13,0,1,0,0,0,0,1,1,0,0,0,0
13,-5,-32,0,-14,-6,-11,43,0,-1,-4,62,0,35,4,24,26,4,-60,-11,0,1,0,0,0,0,1,1,0,0,0,0
13.1111111111111,-3,-27,0,-14,-8,-18,43,0,3,-2,62,0,34,3,25,26,0,-59,-15,0,1,0,0,0,0,1,1,0,0,0,0
13.2222222222222,-4,-29,0,-11,-9,-23,39,0,9,-1,61,0,40,2,24,25,-4,-55,-18,0,1,0,0,0,0,1,1,0,0,0,0
13.3333333333333,-2,-23,0,-15,-10,-21,39,0,10,2,61,0,41,4,24,27,-7,-49,-20,0,1,0,0,0,0,1,1,0,0,0,0
13.4444444444444,-3,-25,0,-15,-11,-19,37,0,10,5,61,0,38,1,21,26,-7,-54,-19,0,1,0,0,0,0,1,1,0,0,0,0
13.5555555555556,-7,-23,0,-17,-11,-18,36,0,13,7,60,0,39,-3,19,24,-5,-57,-16,0,1,0,0,0,0,1,1,0,0,0,0
13.6666666666667,-10,-21,0,-13,-14,-17,39,0,16,10,59,0,40,-4,19,27,-7,-51,-14,0,1,0,0,0,0,1,1,0,0,0,0
13.7777777777778,-10,-20,0,-15,-10,-16,41,0,18,11,60,0,44,-10,16,30,-12,-52,-17,0,1,0,0,0,0,1,1,0,0,0,0
13.8888888888889,-10,-17,0,-14,-9,-15,37,0,20,8,59,0,46,-10,13,34,-11,-49,-16,0,1,0,0,0,0,1,1,0,0,0,0
14,-4,-16,0,-11,-10,-16,37,0,22,5,59,0,45,-14,18,31,-9,-54,-12,0,1,0,0,0,0,1,1,0,0,0,0
14.1111111111111,-8,-14,0,-9,-3,-9,30,0,23,4,56,0,46,-17,18,26,-7,-54,-10,0,1,0,0,0,0,1,1,0,0,0,0
14.2222222222222,-12,-10,0,-8,-1,-12,30,0,26,3,49,0,43,-20,11,21,-12,-51,-8,0,1,0,0,0,0,1,1,0,0,0,0
14.3333333333333,-15,-4,0,-14,-6,-16,30,0,22,-2,48,0,38,-21,10,20,-12,-48,-11,0,1,0,0,0,0,1,1,0,0,0,0
14.4444444444444,-11,-8,0,-12,0,-18,29,0,23,-5,48,0,40,-21,16,23,-10,-49,-5,0,1,0,0,0,0,1,1,0,0,0,0
14.5555555555556,-7,-6,0,-13,0,-20,27,0,20,-4,46,0,40,-28,19,19,-15,-47,-4,0,1,0,0,0,0,1,1,0,0,0,0
14.6666666666667,-5,-7,0,-15,3,-18,28,0,23,-4,48,0,40,-29,14,16,-14,-45,3,0,1,0,0,0,0,1,1,0,0,0,0
14.7777777777778,-2,-5,0,-13,3,-20,30,0,21,1,48,0,39,-29,12,17,-14,-44,1,0,1,0,0,0,0,1,1,0,0,0,0
14.8888888888889,-1,-5,0,-15,7,-17,31,0,26,4,46,0,38,-29,10,15,-19,-46,2,0,1,0,0,0,0,1,1,0,0,0,0
15,-7,-1,0,-10,13,-11,32,0,32,-2,44,0,36,-31,9,14,-17,-37,6,0,1,0,0,0,0,1,1,0,0,0,0
15.1111111111111,-5,-5,0,-12,11,-15,30,0,30,-1,40,0,38,-30,12,15,-16,-40,13,0,1,0,0,0,0,1,1,0,0,0,0
15.2222222222222,-4,-2,0,-9,12,-17,34,0,35,0,39,0,41,-35,8,14,-16,-43,11,0,1,0,0,0,0,1,1,0,0,0,0
15.3333333333333,-3,-5,0,-11,10,-16,30,0,34,-4,41,0,37,-32,11,15,-15,-45,3,0,1,0,0,0,0,1,1,0,0,0,0
15.4444444444444,-3,-5,0,-14,8,-18,31,0,38,-3,42,0,31,-30,13,16,-18,-43,3,0,1,0,0,0,0,1,1,0,0,0,0
15.5555555555556,2,-5,0,-10,9,-14,37,0,41,-5,48,0,31,-28,10,12,-19,-42,2,0,1,0,0,0,0,1,1,0,0,0,0
15.6666666666667,0,-2,0,-12,10,-10,37,0,38,-10,43,0,35,-28,15,12,-27,-40,-3,0,1,0,0,0,0,1,1,0,0,0,0
15.7777777777778,3,0,0,-12,11,-10,40,0,37,-12,40,0,37,-29,13,9,-28,-40,2,0,1,0,0,0,0,1,1,0,0,0,0
15.8888888888889,8,-5,0,-10,12,-12,40,0,38,-9,42,0,38,-24,13,8,-26,-46,1,0,1,0,0,0,0,1,1,0,0,0,0
16,10,-3,0,-14,10,-13,45,0,36,-4,40,0,36,-22,15,9,-23,-44,1,0,1,0,0,0,0,1,1,0,0,0,0
16.1111111111111,13,-4,0,-17,9,-12,44,0,37,-6,44,0,36,-25,18,6,-23,-48,4,0,1,0,0,0,0,1,1,0,0,0,0
16.2222222222222,11,-2,0,-15,9,-15,40,0,37,-7,43,0,34,-25,10,8,-20,-45,5,0,1,0,0,0,0,1,1,0,0,0,0
16.3333333333333,15,-2,0,-9,7,-19,39,0,34,-7,38,0,36,-29,11,8,-23,-52,8,0,1,0,0,0,0,1,1,0,0,0,0
16.4444444444444,14,-5,0,-6,12,-19,44,0,37,-2,37,0,29,-35,11,8,-22,-53,6,0,1,0,0,0,0,1,1,0,0,0,0
16.5555555555556,10,1,0,-7,14,-20,47,0,39,-2,30,0,31,-30,18,4,-22,-50,8,0,1,0,0,0,0,1,1,0,0,0,0
16.6666666666667,11,-2,0,-5,18,-12,46,0,43,0,31,0,29,-30,16,4,-24,-51,9,0,1,0,0,0,0,1,1,0,0,0,0
16.7777777777778,10,-2,0,-1,19,-10,42,0,43,-3,30,0,27,-23,14,7,-22,-53,16,0,1,0,0,0,0,1,1,0,0,0,0
16.8888888888889,16,1,0,-5,19,-9,43,0,50,-2,35,0,24,-19,12,7,-22,-51,19,0,1,0,0,0,0,1,1,0,0,0,0
17,14,2,0,-4,23,-7,47,0,52,-3,33,0,22,-17,8,4,-24,-46,21,0,1,0,0,0,0,1,1,0,0,0,0
17.1111111111111,10,0,0,-11,20,-8,45,0,54,-5,37,0,19,-17,5,1,-28,-47,23,0,1,0,0,0,0,1,1,0,0,0,0
17.2222222222222,10,-3,0,-15,22,-6,46,0,56,-7,39,0,16,-19,13,0,-26,-48,21,0,1,0,0,0,0,1,1,0,0,0,0
17.3333333333333,10,-5,0,-13,20,-4,50,0,59,-11,40,0,14,-19,13,4,-26,-54,22,0,1,0,0,0,0,1,1,0,0,0,0
17.4444444444444,9,-6,0,-15,20,-3,46,0,62,-8,45,0,15,-18,13,7,-27,-51,24,0,1,0,0,0,0,1,1,0,0,0,0
17.5555555555556,9,-7,0,-16,25,-2,47,0,61,-10,47,0,14,-29,11,8,-23,-51,28,0,1,0,0,0,0,1,1,0,0,0,0
17.6666666666667,10,-8,0,-19,24,0,49,0,60,-4,52,0,17,-30,10,14,-23,-51,24,0,1,0,0,0,0,1,1,0,0,0,0
17.7777777777778,4,-7,0,-14,26,3,50,0,59,-2,48,0,20,-32,9,16,-25,-50,22,0,1,0,0,0,0,1,1,0,0,0,0
17.8888888888889,1,-7,0,-19,21,9,46,0,64,1,43,0,18,-33,4,17,-26,-52,22,0,1,0,0,0,0,1,1,0,0,0,0
18,0,-9,0,-20,24,10,51,0,65,0,45,0,22,-36,2,16,-29,-52,18,0,1,0,0,0,0,1,1,0,0,0,0
18.1111111111111,5,-12,0,-23,24,13,49,0,64,4,42,0,22,-40,4,11,-26,-52,17,0,1,0,0,0,0,1,1,0,0,0,0
18.2222222222222,8,-16,0,-26,19,15,43,0,63,8,39,0,24,-36,7,7,-29,-52,13,0,1,0,0,0,0,1,1,0,0,0,0
18.3333333333333,7,-13,0,-27,18,17,47,0,62,6,35,0,26,-38,5,12,-33,-49,9,0,1,0,0,0,0,1,1,0,0,0,0
18.4444444444444,3,-10,0,-28,17,21,46,0,62,6,37,0,21,-36,6,8,-38,-46,12,0,1,0,0,0,0,1,1,0,0,0,0
18.5555555555556,3,-10,0,-27,13,24,47,0,61,8,35,0,18,-40,8,9,-40,-47,13,0,1,0,0,0,0,1,1,0,0,0,0
18.6666666666667,5,-8,0,-28,16,26,42,0,61,7,37,0,17,-36,7,10,-39,-49,18,0,1,0,0,0,0,1,1,0,0,0,0
18.7777777777778,4,-5,0,-34,18,22,43,0,60,3,40,0,22,-39,7,5,-40,-49,23,0,1,0,0,0,0,1,1,0,0,0,0
18.8888888888889,4,-9,0,-33,14,20,45,0,59,5,42,0,20,-41,6,7,-47,-48,22,0,1,0,0,0,0,1,1,0,0,0,0
19,1,-7,0,-32,19,18,45,0,60,4,47,0,20,-42,7,10,-43,-45,20,0,1,0,0,0,0,1,1,0,0,0,0
19.1111111111111,1,-8,0,-28,18,15,42,0,59,6,45,0,19,-39,8,13,-47,-49,18,0,1,0,0,0,0,1,1,0,0,0,0
19.2222222222222,2,-3,0,-32,25,9,45,0,58,6,45,0,17,-40,8,14,-48,-46,16,0,1,0,0,0,0,1,1,0,0,0,0
19.3333333333333,-4,3,0,-33,25,4,45,0,61,3,41,0,21,-37,6,15,-44,-48,11,0,1,0,0,0,0,1,1,0,0,0,0
19.4444444444444,-10,1,0,-31,25,4,44,0,60,2,42,0,17,-37,4,14,-45,-44,8,0,1,0,0,0,0,1,1,0,0,0,0
19.5555555555556,-8,5,0,-32,30,4,40,0,59,0,44,0,21,-37,7,9,-46,-43,14,0,1,0,0,0,0,1,1,0,0,0,0
19.6666666666667,-6,1,0,-28,25,6,41,0,62,-4,39,0,20,-40,7,10,-42,-41,13,0,1,0,0,0,0,1,1,0,0,0,0
19.7777777777778,-3,-1,0,-34,26,1,38,0,61,5,41,0,12,-40,7,4,-38,-37,12,0,1,0,0,0,0,1,1,0,0,0,0
